WISE3_ID,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,CLIM_PRECIPITATION_DATA,CLIM_GDD,CLIM_ARIDITY_INDEX,CLIM_KOPGEIGER,CKIM_FAO_LGP,CLIM_MODIS_evapotrans,clim_precip_novdecjan,clim_precip_febmarapr,clim_precip_mayjunjul,clim_precip_augsepoct,topog_elevation,topog_geolage,topog_slope_global,topog_landform_global,topog_twi_global,topog_topi_global,topog_israd_global,landcover_modis_2012,vegind_modis_evi_m,vegind_modis_evi_sd,WISE3_FAO_74
BR0442,-31.3797222222,-54.7,1245.0,5142.0,0.9021,13,13,6741.0,91.0,117.0,100.0,109.0,190.0,59,1,7,1220.0,1.568,1551.25,10,3841.0,899.0,Ah
BR0443,-4.36972222222,-38.5,890.0,8055.0,0.5531,3,8,9288.0,32.0,187.0,71.0,6.0,102.0,80,1,7,1280.0,1.57,1551.25,14,3858.0,568.0,Qc
BR0444,-21.2788888889,-40.9652777778,-32768.0,7036.0,-214748.3647,127,11,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,2,7,1290.0,1.569,11634.375,11,1847.0,208.0,Qc
BR0445,-12.85,-44.9,1133.0,6769.0,0.6266,3,8,5332.0,189.0,141.0,5.0,42.0,726.0,11,1,5,1230.0,1.562,1596.875,9,2650.0,633.0,Qf
BR0446,-12.9497222222,-43.7997222222,894.0,7221.0,0.4715,3,7,5133.0,159.0,104.0,3.0,31.0,478.0,72,1,5,1330.0,1.568,1596.875,14,3609.0,1399.0,Bf
BR0447,-6.98,-40.24,611.0,7544.0,0.3671,6,7,9319.0,52.0,130.0,16.0,6.0,629.0,67,5,5,1160.0,1.57,1596.875,9,3361.0,1650.0,Bf
BR0448,-12.2297222222,-43.9397222222,960.0,7053.0,0.5251,3,8,6248.0,160.0,122.0,5.0,32.0,878.0,11,2,5,1160.0,1.571,1596.875,8,4201.0,1150.0,Fo
BR0449,-10.9497222222,-44.7997222222,983.0,7266.0,0.4964,3,9,6821.0,167.0,127.0,6.0,27.0,551.0,48,11,5,1110.0,1.558,1596.875,9,3378.0,1021.0,Fo
BR0450,-4.11,-46.34,1573.0,7799.0,0.8957,3,10,14170.0,132.0,283.0,79.0,30.0,202.0,11,5,7,1100.0,1.568,1551.25,14,4715.0,827.0,Fx
BR0451,-10.63,-44.5697222222,1040.0,7266.0,0.538,3,9,7507.0,173.0,140.0,6.0,27.0,691.0,48,3,5,1120.0,1.571,1596.875,9,3603.0,720.0,Rd
BR0452,-5.23972222222,-40.54,751.0,7683.0,0.4313,6,7,7918.0,41.0,177.0,30.0,2.0,325.0,67,1,7,1290.0,1.569,1551.25,9,3252.0,1587.0,Lc
BR0453,-13.3597222222,-44.58,935.0,6868.0,0.5217,3,8,8363.0,176.0,103.0,3.0,29.0,607.0,53,4,5,1170.0,1.562,1596.875,9,3738.0,1429.0,Lc
BR0454,-9.53972222222,-42.9797222222,697.0,7700.0,0.3514,6,7,6524.0,103.0,111.0,5.0,13.0,464.0,67,1,7,1320.0,1.565,1596.875,9,2972.0,1134.0,Lf
BR0455,-5.4,-39.8197222222,806.0,7805.0,0.5264,3,8,9873.0,31.0,157.0,70.0,10.0,629.0,67,7,5,1050.0,1.562,1596.875,9,3474.0,1667.0,Lo
BR0456,-6.69972222222,-39.27,1015.0,7780.0,0.5826,6,7,9164.0,73.0,210.0,42.0,13.0,376.0,67,10,7,1140.0,1.558,1596.875,9,3794.0,1364.0,Ne
BR0457,-4.84972222222,-39.1397222222,812.0,7790.0,0.4551,3,9,0.0,29.0,163.0,75.0,4.0,227.0,67,3,7,1130.0,1.545,1551.25,9,2841.0,1204.0,Hl
BR0458,-32.95,-53.0497222222,1201.0,4901.0,1.01,13,13,6481.0,90.0,99.0,106.0,105.0,3.0,72,0,1,1420.0,1.57,1505.625,14,3670.0,1162.0,We
BR0459,-18.5,-56.0,1314.0,7670.0,0.7474,3,10,4904.0,194.0,141.0,42.0,61.0,133.0,72,0,4,1410.0,1.57,1551.25,9,3429.0,551.0,We
BR0460,-21.0,-57.0,1300.0,7193.0,0.7665,3,11,7834.0,168.0,124.0,65.0,76.0,216.0,48,1,7,1280.0,1.563,1551.25,8,4213.0,887.0,Rd
BR0461,-5.44972222222,-40.1397222222,619.0,7717.0,0.3809,6,8,6987.0,29.0,138.0,36.0,4.0,406.0,67,10,5,1140.0,1.543,1596.875,9,2683.0,1105.0,Re
BR0462,-10.97,-44.75,977.0,7266.0,0.4885,3,9,9624.0,167.0,126.0,6.0,27.0,474.0,48,1,5,1240.0,1.565,1596.875,9,4160.0,1481.0,Re
BR0463,-5.46,-46.13,1130.0,7658.0,0.5983,3,9,12981.0,125.0,197.0,29.0,26.0,110.0,11,6,7,1120.0,1.554,1551.25,9,4423.0,1230.0,Re
BR0464,-21.5,-57.1697222222,1329.0,7315.0,0.7986,3,11,4398.0,165.0,122.0,72.0,85.0,330.0,67,5,7,1190.0,1.55,1551.25,9,3591.0,632.0,Sg
BR0465,-22.8997222222,-43.65,1290.0,6444.0,0.8981,3,13,6386.0,153.0,149.0,53.0,74.0,21.0,67,5,7,1230.0,1.561,1505.625,9,3231.0,485.0,Af
BR0466,-9.3,-36.1197222222,1588.0,7001.0,1.1118,3,10,9382.0,45.0,122.0,252.0,111.0,307.0,67,20,7,1030.0,1.554,1505.625,14,4077.0,945.0,Af
BR0467,-19.25,-39.83,1240.0,7170.0,0.8539,2,13,10148.0,171.0,98.0,57.0,87.0,3.0,72,0,7,1300.0,1.57,1505.625,14,4076.0,981.0,Gd
BR0468,-22.8997222222,-43.7,1290.0,6444.0,0.9033,3,13,7263.0,152.0,149.0,53.0,75.0,4.0,67,0,7,1300.0,1.568,1505.625,13,3943.0,596.0,Gh
BR0469,-22.95,-43.5997222222,1262.0,6444.0,0.8868,3,14,0.0,145.0,146.0,55.0,74.0,5.0,67,1,7,1170.0,1.544,1551.25,9,4295.0,479.0,Wd
BR0470,-19.3297222222,-40.0,1212.0,7170.0,0.8143,2,12,8199.0,175.0,95.0,50.0,84.0,25.0,72,1,7,1270.0,1.569,1551.25,14,4090.0,893.0,Pf
BR0471,-6.32972222222,-39.77,766.0,7710.0,0.4472,6,7,9619.0,45.0,160.0,43.0,8.0,424.0,67,7,5,1140.0,1.547,1551.25,9,3977.0,1600.0,Re
BR0472,-11.1197222222,-42.3497222222,646.0,7045.0,0.3371,6,6,3842.0,106.0,93.0,2.0,14.0,425.0,67,3,5,1400.0,1.552,1551.25,7,2405.0,762.0,Rd
BR0473,-10.8997222222,-42.9,591.0,7564.0,0.3004,6,6,3782.0,97.0,89.0,2.0,9.0,403.0,72,0,7,1390.0,1.569,1551.25,10,2326.0,693.0,Sg
BR0474,-10.68,-40.33,808.0,6931.0,0.4841,3,9,9126.0,82.0,93.0,64.0,31.0,444.0,67,3,5,1190.0,1.541,1596.875,9,4487.0,918.0,Ao
BR0475,-28.59,-49.3197222222,1399.0,5439.0,1.0086,13,14,9853.0,127.0,142.0,83.0,115.0,96.0,67,9,6,1260.0,1.552,1551.25,10,4116.0,497.0,Qc
BR0476,-9.3,-38.4197222222,500.0,7626.0,0.2939,6,7,6186.0,39.0,73.0,42.0,13.0,402.0,11,10,7,1150.0,1.56,1596.875,9,2980.0,683.0,Qf
BR0477,-11.3997222222,-41.45,556.0,6497.0,0.3475,3,8,4191.0,108.0,61.0,4.0,12.0,790.0,76,3,5,1310.0,1.566,1596.875,9,1990.0,621.0,Be
BR0478,-11.6497222222,-41.5997222222,561.0,6498.0,0.3387,3,8,4516.0,102.0,65.0,5.0,15.0,726.0,76,3,5,1320.0,1.564,1596.875,9,2017.0,702.0,Bc
BR0479,-10.81,-37.0697222222,1417.0,7529.0,1.0717,3,9,6668.0,41.0,130.0,216.0,85.0,0.0,11,0,7,1260.0,1.567,1505.625,11,1519.0,429.0,Jd
BR0480,-22.8297222222,-52.75,1240.0,6038.0,0.7506,13,13,7162.0,139.0,109.0,75.0,92.0,358.0,14,6,7,1170.0,1.557,1596.875,10,3674.0,1182.0,Fr
BR0481,-11.5,-41.22,687.0,6143.0,0.479,3,10,8813.0,101.0,77.0,29.0,22.0,1060.0,20,4,5,1070.0,1.56,1642.5,9,3547.0,921.0,Fh
BR0482,-19.1086111111,-40.8730555556,1271.0,6829.0,0.8203,2,10,9029.0,202.0,106.0,39.0,76.0,733.0,67,2,6,930.0,1.56,1505.625,8,4251.0,670.0,Fx
BR0483,-26.5,-48.83,1661.0,5735.0,1.3055,13,16,13263.0,155.0,184.0,93.0,122.0,6.0,72,2,7,1270.0,1.566,1551.25,12,4790.0,722.0,Fx
BR0484,-22.92,-43.33,1478.0,6733.0,1.0675,3,14,14324.0,177.0,162.0,67.0,86.0,229.0,67,22,6,1050.0,1.546,1596.875,8,4073.0,674.0,Fx
BR0485,-11.4797222222,-39.0097222222,662.0,7178.0,0.4166,3,10,7482.0,65.0,68.0,57.0,30.0,362.0,67,4,7,1190.0,1.567,1551.25,12,3277.0,1004.0,E
BR0486,-11.76,-39.45,492.0,7182.0,0.3135,3,10,5897.0,54.0,50.0,42.0,19.0,243.0,67,1,6,1320.0,1.568,1551.25,9,3057.0,648.0,We
BR0487,-11.1497222222,-38.8497222222,816.0,7216.0,0.4515,6,9,5665.0,61.0,83.0,91.0,37.0,196.0,11,5,7,1220.0,1.562,1551.25,9,2878.0,706.0,We
BR0488,-10.3997222222,-42.45,647.0,7648.0,0.323,6,7,3622.0,106.0,97.0,3.0,10.0,394.0,76,2,7,1370.0,1.562,1551.25,9,2393.0,629.0,We
BR0489,-8.94972222222,-39.2097222222,477.0,7687.0,0.2754,6,6,3430.0,52.0,89.0,13.0,5.0,366.0,67,1,7,1330.0,1.57,1551.25,7,1645.0,412.0,So
BR0490,-13.84,-42.5697222222,781.0,6591.0,0.4921,3,8,7440.0,152.0,78.0,6.0,25.0,864.0,67,10,5,1130.0,1.553,1642.5,9,3543.0,1231.0,Ao
BR0491,-30.25,-53.0497222222,1442.0,5436.0,1.1016,13,14,6349.0,121.0,124.0,114.0,121.0,81.0,6,3,7,1260.0,1.568,1505.625,10,3743.0,718.0,Ao
BR0492,-28.59,-49.3197222222,1399.0,5439.0,1.0086,13,14,9853.0,127.0,142.0,83.0,115.0,96.0,67,9,6,1260.0,1.552,1551.25,10,4116.0,497.0,Qc
BR0493,-26.2197222222,-53.4197222222,1978.0,5236.0,1.2998,13,15,10430.0,172.0,157.0,151.0,179.0,628.0,37,9,5,990.0,1.539,1642.5,8,4422.0,763.0,Be
BR0494,-13.09,-43.4197222222,836.0,7300.0,0.4413,3,7,6919.0,159.0,95.0,2.0,23.0,428.0,72,0,7,1330.0,1.569,1551.25,9,2952.0,1143.0,Je
BR0495,-12.85,-41.45,807.0,6667.0,0.5427,3,10,5991.0,114.0,91.0,31.0,35.0,1188.0,67,9,5,850.0,1.524,1688.125,10,2389.0,332.0,Fo
BR0496,-28.5,-54.5,1863.0,5496.0,1.2511,13,14,5342.0,150.0,152.0,156.0,163.0,293.0,37,3,7,1180.0,1.568,1551.25,12,4062.0,1014.0,Fr
BR0497,-28.5,-53.4197222222,1719.0,5466.0,1.2268,13,14,6742.0,142.0,134.0,142.0,155.0,440.0,37,3,7,1150.0,1.558,1551.25,12,4357.0,1720.0,Fr
BR0498,-11.35,-40.0,655.0,7120.0,0.3996,3,8,5257.0,77.0,76.0,42.0,23.0,401.0,67,1,7,1260.0,1.569,1551.25,9,3001.0,1013.0,Fx
BR0499,-12.7797222222,-38.3197222222,1559.0,7426.0,1.1206,1,13,11113.0,91.0,143.0,201.0,85.0,38.0,67,2,7,1170.0,1.566,1505.625,14,4105.0,319.0,Fx
BR0500,-29.75,-50.0097222222,-32768.0,5163.0,-214748.3647,13,14,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,72,3,7,1320.0,1.57,1505.625,13,1439.0,230.0,Ge
BR0501,-28.7297222222,-56.0997222222,1545.0,5895.0,1.0151,13,14,4943.0,118.0,147.0,124.0,126.0,71.0,37,1,1,1390.0,1.569,1551.25,12,2785.0,1074.0,Ge
BR0502,-13.68,-41.27,882.0,6468.0,0.5752,3,8,8694.0,122.0,92.0,41.0,39.0,984.0,67,42,5,890.0,1.54,1551.25,9,3887.0,541.0,Rd
BR0503,-28.0,-55.0,1812.0,5894.0,1.176,13,14,8008.0,145.0,154.0,152.0,152.0,211.0,37,12,7,1060.0,1.552,1505.625,14,4167.0,346.0,E
BR0504,-12.47,-41.4597222222,900.0,6569.0,0.5592,3,10,9592.0,126.0,99.0,42.0,33.0,868.0,67,8,5,930.0,1.524,1596.875,8,3906.0,344.0,U
BR0505,-25.0,-50.0,1523.0,4812.0,1.1084,14,16,7413.0,152.0,137.0,101.0,117.0,933.0,67,2,5,1160.0,1.557,1642.5,11,2126.0,723.0,U
BR0506,-30.8197222222,-53.8197222222,1409.0,5114.0,1.0682,13,13,12277.0,106.0,121.0,119.0,125.0,288.0,67,9,7,1120.0,1.565,1505.625,2,4299.0,506.0,U
BR0507,-31.5497222222,-53.4197222222,1380.0,4903.0,1.0827,13,13,7106.0,97.0,115.0,121.0,127.0,459.0,67,1,7,1080.0,1.57,1596.875,8,4454.0,476.0,U
BR0508,-12.8297222222,-42.4,693.0,6494.0,0.3779,3,8,6211.0,125.0,80.0,3.0,23.0,523.0,67,2,5,1360.0,1.565,1596.875,9,3175.0,1266.0,Lf
BR0509,-13.3997222222,-43.18,865.0,7300.0,0.4708,3,7,5488.0,165.0,99.0,3.0,22.0,463.0,76,1,5,1290.0,1.562,1551.25,14,3401.0,1410.0,Lo
BR0510,-28.7297222222,-55.8497222222,1612.0,5846.0,1.0633,13,14,4700.0,123.0,151.0,132.0,131.0,97.0,37,2,7,1340.0,1.566,1505.625,14,3196.0,849.0,Nd
BR0511,-31.2,-54.33,1260.0,5100.0,0.9304,13,13,7931.0,92.0,114.0,103.0,111.0,268.0,67,3,7,1200.0,1.568,1551.25,10,4286.0,641.0,Hl
BR0512,-12.5,-39.36,721.0,7169.0,0.5194,3,12,7013.0,69.0,66.0,67.0,39.0,165.0,67,2,7,1240.0,1.565,1551.25,9,3913.0,908.0,Hl
BR0513,-12.8197222222,-39.8497222222,501.0,7077.0,0.3651,3,12,8540.0,75.0,54.0,21.0,17.0,328.0,67,6,6,1210.0,1.556,1505.625,14,3519.0,1191.0,We
BR0514,-30.8297222222,-51.75,1386.0,5353.0,1.1295,13,13,9226.0,100.0,113.0,121.0,126.0,51.0,67,2,1,1310.0,1.566,1551.25,14,4232.0,553.0,We
BR0515,-30.27,-54.5697222222,1525.0,5402.0,1.0931,13,13,5002.0,117.0,136.0,125.0,130.0,120.0,59,1,7,1220.0,1.565,1551.25,10,3775.0,954.0,We
BR0516,-31.4697222222,-54.58,1202.0,5142.0,0.8697,13,13,7895.0,86.0,112.0,97.0,106.0,147.0,59,1,7,1260.0,1.567,1551.25,10,4336.0,1196.0,We
BR0517,-30.78,-51.83,1397.0,5353.0,1.1323,13,13,6235.0,102.0,115.0,122.0,127.0,92.0,67,2,7,1290.0,1.561,1551.25,12,4138.0,648.0,Wh
BR0518,-33.0,-53.0497222222,1200.0,4779.0,1.0135,13,13,10574.0,90.0,99.0,107.0,104.0,2.0,72,0,1,1420.0,1.57,1505.625,11,3840.0,500.0,Sm
BR0519,-30.2,-57.52,1337.0,5557.0,0.9214,13,13,4505.0,123.0,143.0,82.0,97.0,47.0,72,1,7,1370.0,1.568,1505.625,10,3482.0,609.0,Vp
BR0520,-31.5,-54.0,1160.0,4982.0,0.8636,13,13,8780.0,82.0,105.0,98.0,105.0,181.0,6,2,7,1250.0,1.568,1551.25,10,4249.0,690.0,Vp
BR0521,-13.75,-41.8497222222,611.0,6823.0,0.3542,6,8,4806.0,116.0,60.0,4.0,24.0,464.0,67,1,5,1250.0,1.558,1596.875,9,2277.0,863.0,Bc
BR0522,-10.3297222222,-39.0697222222,583.0,6948.0,0.3439,6,7,6445.0,51.0,65.0,52.0,26.0,500.0,76,1,5,1370.0,1.565,1551.25,9,2712.0,1174.0,Lf
BR0523,-12.77,-46.5997222222,1529.0,7357.0,0.8527,3,9,8940.0,265.0,183.0,9.0,52.0,392.0,76,0,7,1370.0,1.558,1551.25,14,4068.0,1353.0,Nh
BR0524,-16.28,-49.18,1499.0,6643.0,0.9835,3,10,9905.0,237.0,175.0,14.0,74.0,1000.0,67,4,5,1110.0,1.565,1642.5,9,4318.0,1180.0,Bf
BR0525,-18.6,-45.3697222222,1246.0,6699.0,0.7173,3,10,6160.0,234.0,122.0,11.0,48.0,604.0,76,3,5,1160.0,1.565,1596.875,9,2880.0,802.0,Bf
BR0526,-16.1,-49.7097222222,1667.0,6881.0,1.0647,3,10,8224.0,275.0,192.0,16.0,73.0,779.0,67,2,5,1180.0,1.561,1596.875,10,4039.0,1201.0,Fa
BR0527,-17.35,-45.1197222222,1194.0,6665.0,0.683,3,9,6790.0,227.0,109.0,11.0,51.0,694.0,11,3,5,1130.0,1.561,1596.875,9,3248.0,862.0,Fo
BR0528,-18.5697222222,-45.3697222222,1252.0,6699.0,0.7224,3,10,5377.0,235.0,122.0,11.0,49.0,612.0,76,3,5,1170.0,1.568,1551.25,9,3037.0,667.0,Fr
BR0529,-18.5497222222,-45.3497222222,1246.0,6699.0,0.7188,3,10,11602.0,235.0,121.0,10.0,49.0,613.0,76,3,5,1190.0,1.568,1596.875,2,4330.0,1439.0,Rd
BR0530,-15.0,-43.7997222222,836.0,7180.0,0.4712,3,8,9313.0,165.0,84.0,3.0,28.0,475.0,72,0,5,1310.0,1.57,1551.25,9,4184.0,1606.0,Qf
BR0531,0.09,-51.1197222222,2528.0,7874.0,1.6441,3,12,12979.0,162.0,374.0,255.0,51.0,19.0,80,1,1,1310.0,1.57,1551.25,14,3267.0,542.0,Fx
BR0532,-15.5,-42.7797222222,918.0,6662.0,0.5914,3,8,5902.0,182.0,80.0,5.0,38.0,1130.0,67,14,5,900.0,1.56,1733.75,9,2907.0,510.0,U
BR0533,-25.9797222222,-48.72,1892.0,5266.0,1.5727,13,16,13570.0,185.0,222.0,99.0,125.0,196.0,72,29,7,1040.0,1.564,1596.875,2,5286.0,636.0,Ao
BR0534,-16.3197222222,-58.25,1374.0,7821.0,0.7491,3,10,7912.0,207.0,158.0,37.0,56.0,218.0,72,3,7,1290.0,1.566,1551.25,9,4358.0,1219.0,Be
BR0535,-25.75,-49.6697222222,1293.0,4802.0,0.9782,14,16,11828.0,131.0,111.0,86.0,103.0,860.0,67,4,5,1070.0,1.555,1642.5,2,3989.0,497.0,Bf
BR0536,-16.4697222222,-43.38,1033.0,6462.0,0.6443,3,9,7112.0,207.0,88.0,6.0,43.0,1064.0,67,11,5,1070.0,1.559,1596.875,8,3189.0,473.0,Fo
BR0537,-14.7297222222,-59.02,1588.0,7059.0,0.8921,3,10,5962.0,230.0,205.0,26.0,68.0,628.0,11,6,2,1150.0,1.558,1551.25,9,3306.0,745.0,Fr
BR0538,-25.6666666667,-49.1833333333,1351.0,4572.0,1.0809,14,16,9094.0,143.0,123.0,84.0,104.0,909.0,67,1,5,1170.0,1.567,1642.5,13,3127.0,592.0,Fh
BR0539,-25.8297222222,-49.1697222222,1445.0,4572.0,1.1707,14,16,9145.0,148.0,134.0,89.0,111.0,894.0,67,2,5,1200.0,1.562,1596.875,14,3737.0,725.0,Fh
BR0540,0.97,-51.11,2229.0,7737.0,1.4424,3,12,13101.0,153.0,319.0,223.0,49.0,42.0,80,2,1,1320.0,1.569,1551.25,9,2929.0,800.0,Fx
BR0541,-15.85,-56.8697222222,1283.0,7739.0,0.7301,3,10,5090.0,181.0,156.0,33.0,58.0,254.0,48,6,7,1260.0,1.557,1551.25,9,3450.0,991.0,Rd
BR0542,-8.22,-41.1697222222,539.0,7822.0,0.3052,6,5,6836.0,70.0,99.0,4.0,7.0,437.0,67,5,7,1140.0,1.564,1551.25,9,2959.0,1523.0,Lg
BR0543,-15.6197222222,-58.83,1496.0,7558.0,0.8124,3,10,6901.0,221.0,188.0,33.0,57.0,225.0,53,2,7,1200.0,1.563,1551.25,9,4053.0,1068.0,Lo
BR0544,-23.6666666667,-51.1666666667,1490.0,5409.0,0.9776,13,14,10376.0,172.0,128.0,89.0,104.0,656.0,37,6,5,1090.0,1.55,1596.875,9,4452.0,897.0,Ne
BR0545,-15.8697222222,-58.45,1444.0,7642.0,0.7767,3,9,7443.0,218.0,173.0,34.0,55.0,145.0,72,0,7,1330.0,1.565,1551.25,9,4113.0,1015.0,Hl
BR0546,-16.1497222222,-57.56,1325.0,7841.0,0.7365,3,10,10335.0,201.0,153.0,32.0,56.0,396.0,48,10,6,1120.0,1.557,1642.5,9,4364.0,927.0,Rd
BR0547,-12.8297222222,-59.27,2015.0,7438.0,1.1468,3,11,13932.0,291.0,260.0,31.0,90.0,486.0,11,1,6,1190.0,1.572,1596.875,2,4492.0,499.0,Rd
BR0548,-15.72,-54.0997222222,1756.0,7168.0,1.0068,3,10,6464.0,276.0,208.0,22.0,79.0,644.0,6,7,5,1070.0,1.555,1596.875,12,3212.0,1211.0,Af
BR0549,0.219722222222,-51.1697222222,2260.0,7874.0,1.4656,3,12,13780.0,149.0,348.0,218.0,39.0,3.0,80,1,1,1310.0,1.567,1551.25,14,4142.0,645.0,Af
BR0550,-12.67,-40.6697222222,686.0,6912.0,0.4415,3,9,6089.0,94.0,80.0,32.0,22.0,343.0,67,2,7,1150.0,1.55,1551.25,9,3511.0,1099.0,Ao
BR0551,-14.3697222222,-56.95,1892.0,7595.0,1.0015,3,10,6351.0,286.0,237.0,26.0,82.0,317.0,48,5,6,1220.0,1.564,1551.25,10,3734.0,797.0,Ao
BR0552,-16.09,-58.5997222222,1439.0,7756.0,0.7838,3,9,5198.0,214.0,171.0,37.0,57.0,199.0,72,4,7,1280.0,1.566,1551.25,9,3788.0,1101.0,Ao
BR0553,-15.18,-57.02,1464.0,7728.0,0.8243,3,10,6391.0,208.0,179.0,33.0,68.0,198.0,48,1,7,1260.0,1.565,1551.25,9,3821.0,709.0,Ap
BR0554,-15.0697222222,-50.9597222222,1569.0,7721.0,0.8904,3,10,5140.0,261.0,184.0,12.0,66.0,264.0,67,0,7,1300.0,1.569,1551.25,9,2912.0,615.0,Ap
BR0555,1.45,-49.8897222222,3046.0,-32768.0,2.0032,127,12,16086.0,217.0,464.0,303.0,31.0,25.0,0,3,1,1360.0,1.57,1505.625,11,4818.0,462.0,Ap
BR0556,-16.8097222222,-55.99,1287.0,7888.0,0.7197,3,10,5724.0,190.0,151.0,31.0,57.0,135.0,72,0,4,1380.0,1.57,1551.25,9,3424.0,591.0,Qc
BR0557,-15.4897222222,-57.5997222222,1472.0,7631.0,0.8004,3,10,3019.0,224.0,177.0,31.0,58.0,185.0,48,2,7,1300.0,1.57,1551.25,9,2727.0,671.0,Qc
BR0558,-18.52,-48.02,1448.0,6589.0,0.8891,11,10,8539.0,255.0,155.0,13.0,60.0,719.0,37,7,5,1130.0,1.561,1596.875,9,3587.0,798.0,Bf
BR0559,-25.5,-50.25,1468.0,4869.0,1.0593,14,16,10568.0,139.0,137.0,94.0,118.0,885.0,6,3,5,1100.0,1.561,1596.875,12,4041.0,877.0,Bh
BR0560,-15.8997222222,-43.02,916.0,6917.0,0.5419,3,8,9064.0,187.0,82.0,4.0,33.0,718.0,67,14,5,1100.0,1.554,1596.875,9,3893.0,1701.0,Bc
BR0561,-15.2297222222,-43.86,882.0,7180.0,0.4983,3,8,8551.0,174.0,89.0,3.0,28.0,489.0,76,2,5,1280.0,1.566,1596.875,9,3701.0,1948.0,Bc
BR0562,-13.34,-56.0497222222,1940.0,7449.0,1.0269,3,11,7522.0,290.0,258.0,21.0,77.0,429.0,6,2,7,1220.0,1.569,1551.25,12,3970.0,2000.0,Fo
BR0563,-13.2797222222,-57.22,1898.0,7474.0,0.9978,3,11,14083.0,297.0,249.0,14.0,73.0,367.0,67,3,6,1160.0,1.567,1551.25,2,5399.0,558.0,Fo
BR0564,-14.59,-57.1697222222,1854.0,7589.0,1.0109,3,10,5420.0,275.0,230.0,30.0,83.0,488.0,37,5,6,1120.0,1.567,1551.25,12,3231.0,1023.0,Fr
BR0565,-13.6897222222,-57.8897222222,1940.0,7305.0,1.052,3,11,6405.0,287.0,249.0,20.0,92.0,563.0,11,0,6,1240.0,1.568,1596.875,12,3407.0,1829.0,Fh
BR0566,-16.1497222222,-55.7997222222,1340.0,7925.0,0.7511,3,10,6457.0,191.0,168.0,28.0,59.0,138.0,67,0,4,1370.0,1.566,1551.25,11,3475.0,516.0,Gd
BR0567,-19.1,-57.58,1091.0,7611.0,0.6552,3,9,7991.0,157.0,114.0,39.0,53.0,109.0,48,2,6,1370.0,1.548,1551.25,9,4441.0,1541.0,Hl
BR0568,-17.4897222222,-57.2997222222,1215.0,7816.0,0.6787,3,10,3191.0,178.0,135.0,37.0,55.0,97.0,72,0,1,1420.0,1.57,1551.25,11,3138.0,795.0,Wd
BR0569,-16.5497222222,-55.7097222222,1332.0,7888.0,0.7453,3,10,4514.0,197.0,159.0,29.0,58.0,145.0,72,0,4,1370.0,1.57,1551.25,10,2408.0,394.0,Gp
BR0570,-14.5697222222,-55.0997222222,1626.0,7369.0,0.91,3,10,4990.0,232.0,207.0,22.0,80.0,439.0,20,2,7,1240.0,1.565,1551.25,9,3047.0,823.0,Gp
BR0571,-12.35,-48.0497222222,1526.0,7698.0,0.838,3,10,6947.0,263.0,186.0,7.0,53.0,390.0,67,3,6,1250.0,1.565,1551.25,9,3665.0,662.0,Af
BR0572,-15.6197222222,-58.83,1496.0,7558.0,0.8124,3,10,6901.0,221.0,188.0,33.0,57.0,225.0,53,2,7,1200.0,1.563,1551.25,9,4053.0,1068.0,Ao
BR0573,-13.75,-49.45,1684.0,7111.0,0.9745,3,10,6504.0,285.0,201.0,11.0,64.0,371.0,67,2,7,1210.0,1.565,1551.25,14,3353.0,967.0,Ao
BR0574,-3.80972222222,-45.5997222222,1736.0,7949.0,0.9835,3,10,13753.0,131.0,313.0,105.0,30.0,32.0,11,1,7,1230.0,1.568,1551.25,9,4361.0,844.0,Ao
BR0575,-14.4097222222,-48.2097222222,1571.0,7178.0,0.9492,3,10,5802.0,268.0,177.0,10.0,69.0,448.0,67,1,5,1240.0,1.557,1551.25,10,2151.0,961.0,Bd
BR0576,-14.3997222222,-54.04,1833.0,7239.0,1.0,3,11,5124.0,303.0,197.0,20.0,90.0,497.0,6,3,5,1300.0,1.563,1596.875,12,2907.0,1072.0,Bg
BR0577,-13.3,-52.0997222222,1573.0,7602.0,0.8388,3,10,6639.0,248.0,196.0,12.0,69.0,377.0,20,2,7,1140.0,1.567,1551.25,9,3634.0,1187.0,Fo
BR0578,-15.5297222222,-53.75,1765.0,6984.0,0.9904,3,10,5636.0,283.0,204.0,21.0,80.0,621.0,20,5,5,1160.0,1.563,1596.875,12,4481.0,2568.0,Fo
BR0579,-19.3297222222,-48.1197222222,1509.0,6398.0,0.9454,11,11,6658.0,253.0,155.0,22.0,73.0,906.0,37,11,5,1060.0,1.559,1642.5,9,3703.0,673.0,Fo
BR0580,-14.27,-50.3897222222,1518.0,7648.0,0.8617,3,10,6287.0,265.0,175.0,10.0,55.0,287.0,67,2,7,1230.0,1.565,1551.25,14,3375.0,1063.0,Fo
BR0581,-19.0,-47.5,1499.0,6242.0,0.9927,11,11,5797.0,259.0,153.0,17.0,68.0,996.0,11,11,5,1050.0,1.56,1642.5,12,3378.0,1036.0,Fr
BR0582,-15.9797222222,-49.0997222222,1551.0,6894.0,1.0104,3,10,8852.0,248.0,183.0,14.0,72.0,751.0,67,9,5,1090.0,1.544,1551.25,9,3989.0,1012.0,Fr
